UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVICE AREA,REGULATORY STATUS
54793,56412,Lucky Wind,Pipestone,MN,56164,,MRO,22,Northern States Power Co,NR
54794,56413,Greenback Energy,Pipestone,MN,56164,,MRO,22,Northern States Power Co,NR
54795,54339,Smurfit Newsprint,Los Angeles,CA,91768,,WECC,322122,Southern California Edison Co,NR
54796,55380,Union Power Partners LP,Union,AR,71730,Ouachita River,SERC,22,Entergy Arkansas Inc,NR
54799,56573,FPL Energy Oliver Wind II LLC,Oliver,ND,58530,,MRO,22,Oliver-Mercer Elec Coop Inc,NR
54800,56416,Noble Thumb WindPark,Huron,MI,,,RFC,22,Detroit Edison Co,NR
54801,259,Morro Bay Power Plant,San Luis Obispo,CA,93442,Morro Bay,WECC,22,Pacific Gas & Electric Co,NR
54802,260,Moss Landing Power Plant,Monterey,CA,95039,Moss Landing Harbor,WECC,22,Pacific Gas & Electric Co,NR
54803,6211,Oakland Power Plant,Alameda,CA,94607,N/A,WECC,22,Pacific Gas & Electric Co,NR
54804,310,South Bay Power Plant,San Diego,CA,91911,San Diego Bay,WECC,22,San Diego Gas & Electric Co,NR
54805,55282,Arlington Valley Energy Facility,Maricopa,AZ,85322,Well,WECC,22,Arizona Public Service Co,NR
54806,10836,Woodland Biomass Power Ltd,Yolo,CA,95776,Municipality,WECC,22,Pacific Gas & Electric Co,NR
54808,56417,Westchester,Cook,IL,60154,,RFC,22,Commonwealth Edison Co,NR
54808,56418,Des Plaines,Cook,IL,60016,,RFC,22,Commonwealth Edison Co,NR
54808,56419,Beecher,Will,IL,60401,,RFC,22,Commonwealth Edison Co,NR
54809,54827,Wailuku River Hydroelectric,Hawaii,HI,96720,Wailuku River,HICC,22,Hawaii Electric Light Co Inc,NR
54810,55166,Broad River Energy Center,Cherokee,SC,29340,Municipality,SERC,22,Duke Energy Corporation,NR
54811,56444,HREW LLC,Rhea,TN,37316,,SERC,22,Tennessee Valley Authority,NR
54812,56426,AMERESCO Chicopee Energy,Hampden,MA,1020,,NPCC,22,Chicopee City of,NR
54813,56427,AMERESCO Janesville,Rock,WI,53545,,RFC,22,Wisconsin Power & Light Co,NR
54814,56428,AMERESCO Santa Cruz Energy,Santa Cruz,CA,95076,,WECC,22,Pacific Gas & Electric Co,NR
54815,56429,AMERESCO Delaware South,Sussex,DE,19947,,RFC,22,Delaware Electric Cooperative,NR
54816,56430,AMERESCO Delaware Central,Kent,DE,19943,,RFC,22,Delaware Electric Cooperative,NR
54817,55298,Fairless Energy Center,Bucks,PA,19030,Delaware River,RFC,22,PECO Energy Co,NR
54819,56424,Mower County Wind Energy Center,Mower,MN,55936,,MRO,22,Dairyland Power Coop,NR
54821,55100,Rumford Power Associates,Oxford,ME,4276,Municipality,NPCC,22,Central Maine Power Co,NR
54822,55174,Geneva Energy LLC,Cook,IL,60411,Well,RFC,22,Commonwealth Edison Co,NR
54823,50636,Wausau Paper of Minnesota LLC,Crow Wing,MN,56401,Mississippi River,MRO,322122,Minnesota Power Inc,NR
54824,51026,Ryegate Power Station,Caledonia,VT,5042,Connecticut River,NPCC,22,Green Mountain Power Corp,NR
54825,10097,Crozer Chester Medical Center,Delaware,PA,19013,Municipality,,22,PECO Energy Co,NR
54827,50774,Telogia Power,Liberty,FL,32360,Wells,FRCC,22,Progress Energy Florida Inc,NR
54832,50724,Big Escambia Creek,Escambia,AL,36502,Big Escambia Creek,SERC,211,Alabama Electric Coop Inc,NR
54832,50727,Flomaton Treating Facility,Escambia,AL,36441,Fresh Water Well,SERC,211,Alabama Power Co,NR
54837,50404,BP Chemicals Green Lake Plant,Calhoun,TX,77979,Guadalupe River,ERCOT,32512,AEP Texas Central Company,NR
54838,54573,Wappinger Falls Hydroelectric,Dutches,NY,12590,Wappingers Lake,NPCC,22,Central Hudson Gas & Elec Corp,NR
54839,54630,American Gypsum Cogeneration,Eagle,CO,81637,N/A,WECC,32213,"Holy Cross Electric Assn, Inc",NR
54840,56445,Spindle Hill Energy Center,Weld,CO,80530,Town of Frederick,WECC,22,"United Power, Inc",NR
54842,50564,New Milford Gas Recovery,Litchfield,CT,6776,,NPCC,22,Connecticut Light & Power Co,NR
54842,50565,Monroe Livingston Gas Recovery,Monroe,NY,14546,,NPCC,22,Niagara Mohawk Power Corp,NR
54842,50569,DFW Gas Recovery,Denton,TX,75067,,ERCOT,22,Texas-New Mexico Power Co,NR
54842,50570,Chestnut Ridge Gas Recovery,Anderson,TN,37754,,SERC,22,Knoxville Utilities Board,NR
54842,50571,Altamont Gas Recovery,Alameda,CA,94550,,WECC,22,Pacific Gas & Electric Co,NR
54842,50576,Metro Gas Recovery,Milwaukee,WI,53132,,MRO,22,Wisconsin Electric Power Co,NR
54842,50578,Stowe Power Production Plant,Montgomery,PA,19464,,RFC,22,PECO Energy Co,NR
54842,54392,BJ Gas Recovery,Gwinnett,GA,30071,,SERC,22,Oglethorpe Power Corporation,NR
54842,54661,Pheasant Run Landfill Gas Recovery,Kenosha,WI,53104,,MRO,22,Wisconsin Electric Power Co,NR
54842,56520,Deertrack Park Gas Recovery,Jefferson,WI,53094,,MRO,22,Wisconsin Electric Power Co,NR
54842,56521,Lake Mills Gas Recovery,Winnebago,IA,50450,,MRO,22,Heartland Power Coop,NR
54842,56522,Springhill Gas Recovery,Jackson,FL,32426,,FRCC,22,"West Florida El Coop Assn, Inc",NR
54842,56523,Two Pine Gas Recovery,Pulaski,AR,72117,,SERC,22,Entergy Arkansas Inc,NR
54842,56524,Austin Gas Recovery,Travis,TX,78754,,ERCOT,22,Austin Energy,NR
54842,56525,Timberline Trails Gas Recovery,Rusk,WI,54895,,MRO,22,Jump River Electric Coop Inc,NR
54842,56526,Chaffee Gas Recovery,Erie,NY,14030,,NPCC,22,New York State Elec & Gas Corp,NR
54842,56527,Fitchburg Gas Recovery,Worcester,MA,1473,,NPCC,22,Commonwealth Electric Co,NR
54842,56528,Skyline Gas Recovery,Dallas,TX,75125,,ERCOT,22,TXU Electric Delivery Company,NR
54842,56529,Five Oaks Gas Recovery,Christian,IL,62568,,SERC,22,Ameren Energy Generating Co,NR
54842,56530,DADS Gas Recovery,,CO,80018,,WECC,22,Public Service Co of Colorado,NR
54842,56531,Bethel,Hampton,VA,23666,,SERC,22,Dominion Energy Inc,NR
54843,50563,Settlers Hill Gas Recovery,Kane,IL,60510,,RFC,22,City of Geneva,NR
54843,50566,Milam Gas Recovery,St Clair,IL,62202,,SERC,22,Union Electric Co,NR
54843,50573,CID Gas Recovery,Cook,IL,60409,,RFC,22,Commonwealth Edison Co,NR
54843,50575,Lake Gas Recovery,Cook,IL,60062,,RFC,22,Commonwealth Edison Co,NR
54843,50721,Tazewell Gas Recovery,Tazewell,IL,61611,,SERC,22,Central Illinois Light Co,NR
54843,54659,Kankakee Gas Recovery,Kankakee,IL,60922,,RFC,22,Commonwealth Edison Co,NR
54843,54662,Woodland Landfill Gas Recovery,Kane,IL,60177,,RFC,22,Commonwealth Edison Co,NR
54844,55013,Mallard Ridge Gas Recovery,Erie,WI,53115,,RFC,22,Wisconsin Power & Light Co,NR
54844,55142,Modern Landfill Production Plant,York,PA,17402,,RFC,22,Metropolitan Edison Co,NR
54845,56308,Fossil Gulch,Twin Falls,ID,83332,,WECC,22,Idaho Power Co,NR
54846,56447,Hawi  Wind Farm,Hawaii,HI,96719,,HICC,22,Hawaii Electric Light Co Inc,NR
54850,7793,Kaukauna Diesels,Outagamie,WI,54130,,RFC,22,City of Kaukauna,NR
54853,56448,Mars Hill Wind Farm Project,Aroostook,ME,4758,,NPCC,22,Maine Public Service Co,NR
54854,56449,Kaheawa Pastures Wind Farm,Maui,HI,96753,,HICC,22,Maui Electric Co Ltd,NR
54863,2494,Gowanus Gas Turbines Generating,Kings,NY,11232,Municipality,NPCC,22,Consolidated Edison Co-NY Inc,NR
54863,2499,Narrows Gas Turbines Generating,Kings,NY,11232,Municipality,NPCC,22,Consolidated Edison Co-NY Inc,NR
54863,8906,Astoria Generating Station,Queens,NY,11105,East River,NPCC,22,Consolidated Edison Co-NY Inc,NR
54865,6178,Coleto Creek,Goliad,TX,77960,Coleto Creek Reservoir,ERCOT,22,TXU Electric Delivery Company,NR
54866,56453,Robinson Power Company LLC,Washington,PA,15301,PA American Water,RFC,22,West Penn Power Co,NR
54867,56454,Taylorville Energy Center,Christian,IL,62568,,SERC,22,Central Illinois Pub Serv Co,NR
54868,56456,Plum Point Energy Station,Mississippi,AR,72370,Mississippi River,SERC,22,Entergy Arkansas Inc,NR
54869,56455,WMPI Pty LLC,Schuylkill,PA,17934,Mine Pool Water,RFC,211,Pennsylvania Power Co,NR
54870,56457,Post Wind Farm LP,Borden,TX,79517,,ERCOT,22,TXU Electric Delivery Company,NR
54876,50620,Flambeau River Papers,Price,WI,54552,Flambeau River,RFC,322,Northern States Power Co,NR
54878,56461,Dry Creek Landfill Gas to Energy Project,Jackson,OR,97524,Onsite Wells,WECC,562212,PacifiCorp,NR
54879,55048,Tiverton Power Plant,Newport,RI,2878,Municipality,NPCC,22,National Grid,NR
54880,10244,P H Glatfelter Co -Chillicothe Facility,Ross,OH,45601,Wells and Surface Water,RFC,322122,Columbus Southern Power Co,NR
54881,50130,G F Weaton Power Station,Beaver,PA,15061,Ohio River,RFC,331,Duquesne Light Co,NR
54882,55538,Escondido Power Plant,San Diego,CA,92029,Escondido Water Utility,WECC,22,San Diego Gas & Electric Co,NR
54882,55540,Chula Vista I,San Diego,CA,91911,Sweetwater Water District,WECC,22,San Diego Gas & Electric Co,NR
54882,56508,MMC Midsun LLC,Kern,CA,93224,West Kern Water District,WECC,22,PG&E Energy Services,
54885,55237,Energy Shelby County,Shelby,IL,62447,"City Of Neoga, Lake Matton",SERC,22,Central Illinois Pub Serv Co,NR
54885,55279,Aurora,Du Page,IL,60504,Well,RFC,22,Commonwealth Edison Co,NR
54885,55687,Bighorn Electric Generating Station,Clark,NV,89019,Treated Wastewater,WECC,22,Nevada Power Company,NR
54885,55706,Reliant Energy Choctaw County,Choctaw,MS,39745,Wells,SERC,22,Entergy Mississippi Inc,NR
54885,55976,Hunterstown,Adams,PA,17325,Wells,RFC,22,Metropolitan Edison Co,NR
54888,298,Limestone,Limestone,TX,75846,Lake Limestone,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3460,Cedar Bayou,Chambers,TX,77520,Cedar Bayou,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3464,Greens Bayou,Harris,TX,77049,Lake Houston,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3465,Hiram Clarke,Harris,TX,77045,Water Wells,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3466,P H Robinson,Galveston,TX,77518,Dickinson Bay,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3468,Sam Bertron,Harris,TX,77536,Houston Ship Channel,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3469,T H Wharton,Harris,TX,77064,Water Wells,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3470,W A Parish,Fort Bend,TX,77481,Smithers Lake,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,3471,Webster,Harris,TX,77598,Clear Lake,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54888,7325,San Jacinto Steam Electric Station,Harris,TX,77571,Dupont,ERCOT,22,"CenterPoint Energy Houston Electric, LLC",NR
54889,10381,Coastal Carolina Clean Power,Duplin,NC,28349,Well,SERC,22,Progress Energy Carolinas Inc,NR
54890,56467,Russell City Energy Center,Alameda,CA,94545,City of Hayward,WECC,22,Pacific Gas & Electric Co,NR
54891,7030,Twin Oaks Power One,Robertson,TX,76629,Wells,ERCOT,22,"Navasota Valley Elec Coop, Inc",NR
54894,56469,Roseburg forest Products,Siskiyou,CA,96094,Spring Fed Igerna Pond,WECC,321,PacifiCorp,NR
54895,539,Rocky River,Litchfield,CT,6776,Housatonic River,NPCC,22,Connecticut Light & Power Co,NR
54895,541,Bulls Bridge,Litchfield,CT,6776,Housatonic River,NPCC,22,Connecticut Light & Power Co,NR
54895,547,Northfield Mountain,Franklin,MA,1360,Connecticut River,NPCC,22,Western Massachusetts Elec Co,NR
54895,551,Scotland Dam,Windham,CT,6280,Shetucket,NPCC,22,Connecticut Light & Power Co,NR
54895,552,Shepaug,New Haven,CT,6488,Housatonic River,NPCC,22,Connecticut Light & Power Co,NR
54895,553,Stevenson,Fairfield,CT,6468,Housatonic River,NPCC,22,Connecticut Light & Power Co,NR
54895,554,Taftville,New London,CT,6380,Shetucket,NPCC,22,Connecticut Light & Power Co,NR
54895,557,Tunnel,New London,CT,6365,Quinebaug,NPCC,22,Connecticut Light & Power Co,NR
54895,560,Falls Village,Litchfield,CT,6031,Housatonic River,NPCC,22,Connecticut Light & Power Co,NR
54895,1606,Mount Tom,Hampden,MA,1040,Connecticut River,NPCC,22,Western Massachusetts Elec Co,NR
54895,1629,Cabot,Franklin,MA,1376,Connecticut River,NPCC,22,Western Massachusetts Elec Co,NR
54895,6388,Turners Falls,Franklin,MA,1376,Connecticut River,NPCC,22,Western Massachusetts Elec Co,NR
54899,599,McKee Run,Kent,DE,19904,Municipality,RFC,22,Dover City of,NR
54899,7318,Van Sant Station,Kent,DE,19904,No Cooling Water Emiss Ctrl On,RFC,22,Dover City of,NR
54900,55090,Plummer Forest Products,Benewah,ID,83851,Wells,WECC,22,Avista Corp,NR
54902,56481,SunE Alamosa,Alamosa,CO,81136,,WECC,22,Public Service Co of Colorado,NR
54903,56482,Black Mountain Generating Station,Mohave,AZ,86401,Wells,WECC,22,"UNS Electric, Inc",NR
54904,56494,High Prairie Wind Farm,Mower,MN,55936,,MRO,22,Interstate Power and Light,NR
54906,56488,Smoky Hills Windfarm,Ellsworth,KS,66219,NA,SPP,22,Rolling Hills Electric Coop,NR
54907,3438,J L Bates,Hidalgo,TX,78572,Hidalgo Co. Dist. #6 and wells,ERCOT,22,AEP Texas Central Company,NR
54907,3440,Lon C Hill,Nueces,TX,78410,Municipality,ERCOT,22,AEP Texas Central Company,NR
54907,3442,La Palma,Cameron,TX,78586,Resaca De Los Fresnos,ERCOT,22,AEP Texas Central Company,NR
54907,3443,Victoria,Victoria,TX,77901,Wells and Guadalupe River,ERCOT,22,AEP Texas Central Company,NR
54909,56031,Fox Energy Center,Outagamie,WI,54130,Heart of the Valley Metropolit,MRO,22,Wisconsin Electric Power Co,NR
54911,56509,Tesoro SLC Cogeneration Plant,Salt Lake,UT,84103,Municipality,WECC,32411,Rocky Mountain Power Inc,NR
54914,56490,Squirrel Creek Energy,El Paso,CO,,,WECC,22,"Mountain View Elec Assn, Inc",NR
54916,56496,ConocoPhillips Billings Refinery,Yellowstone,MT,59101,,WECC,32411,NorthWestern Energy,NR
55269,1060,Duane Arnold,Linn,IA,52324,River,MRO,22,Interstate Power and Light Co,NR
55696,56392,FPL Energy Oliver Wind I LLC,Oliver,ND,58530,,MRO,22,Oliver-Mercer Elec Coop Inc,NR
55698,50010,Glen Ferris Hydro,Fayette,WV,25085,Kanawaha River,RFC,331,Appalachian Power Co,NR
55698,50011,Hawks Nest Hydro,Fayette,WV,25085,New River,RFC,331,Appalachian Power Co,NR
55702,50954,Dan River Power Plant,Pittsylvania,VA,24543,Dan River,RFC,314,Appalachian Power Co,NR
55703,55799,Otsego Mill Power Plant,Allegan,MI,49078,NA,RFC,32213,Consumers Energy Co,NR
55704,56499,Tiber,Liberty,MT,59522,Marias River,WECC,22,NorthWestern Energy,NR
55710,56500,Western 102 Power Plant,Storey,NV,89434,,WECC,2122,,NR
55711,10439,SEGS III,San Bernardino,CA,93516,Avek Water Agency,WECC,22,Southern California Edison Co,NR
55711,10440,SEGS IV,San Bernardino,CA,93516,Avek Water Agency,WECC,22,Southern California Edison Co,NR
55711,10441,SEGS V,San Bernardino,CA,93516,Avek Water Agency,WECC,22,Southern California Edison Co,NR
55711,10442,SEGS VI,San Bernardino,CA,93516,Avek Water Agency,WECC,22,Southern California Edison Co,NR
55711,10443,SEGS VII,San Bernardino,CA,93516,Avek Water Agency,WECC,22,Southern California Edison Co,NR
55711,10444,SEGS VIII,San Bernardino,CA,92347,Ground Water,WECC,22,Southern California Edison Co,NR
55711,10446,SEGS IX,San Bernardino,CA,92347,Ground Water,WECC,22,Southern California Edison Co,NR
55713,55295,Blythe Energy LLC,Riverside,CA,92225,Wells,WECC,22,Western Area Power Administration,NR
55714,55193,Ontelaunee Energy Center,Berks,PA,19605,Reading Water Authority,RFC,22,Metropolitan Edison Co,NR
55715,10602,Centaur Generator Facility,Ventura,CA,93001,,WECC,211,Southern California Edison Co,NR
55718,56507,Northern Arizona  Energy Project,Mohave,AZ,86413,,WECC,22,Citizens Electric Co,NR
55720,56398,Jordanville,Herkimer,NY,,,NPCC,22,Niagara Mohawk Power Corp.,NR
55720,56399,Lempester Mountain,Sullivan,NH,,,NPCC,22,Public Service Co of NH,NR
55720,56470,Locust Ridge,Schuylkill,PA,17948,,RFC,22,PPL Electric Utilities Corp,NR
55723,56510,Frey Farm Landfill,,PA,,,,,,
55723,56511,Pennsaukin Landfill,,NJ,,,,,,
55723,56512,Greater Lebanon Refuse Authority Landfil,,PA,,,,,,
55723,56513,The Hill at Whitemarsh,,PA,,,,,,
55727,10072,Engineered Carbons Borger Cogen,Hutchinson,TX,79007,Wells,SPP,325,Southwestern Public Service Co,NR
55727,10187,Engineered Carbons Echo Cogeneration,Orange,TX,77630,City of Borger,SERC,325,Entergy Gulf States Inc,NR
55728,55782,Wilmont Hills LLC,Nobles,MN,56155,,MRO,22,Northern States Power Co,NR
55729,6018,East Bend,Boone,KY,41100,Ohio River,RFC,22,,RE
55729,7158,Woodsdale,Butler,OH,45100,N/A,RFC,22,,RE
55732,52089,DEGS of Narrows LLC,Giles,VA,24124,New River,RFC,314,Appalachian Power Co,NR
55733,56533,Bradley Gas Recovery,Los Angeles,CA,91352,,WECC,22,Los Angeles City of,NR
55733,56534,El Sobrante Gas Recovery,Riverside,CA,91719,,WECC,22,Southern California Edison Co,NR
55733,56535,Simi Valley,Ventura,CA,93065,,WECC,22,Southern California Edison Co,NR
55734,56536,Cow Branch Wind Power LLC,Atchison,MO,64482,,SERC,22,"Associated Electric Coop, Inc",NR
55735,56537,CR Clearing LLC,Nodaway,MO,64423,,SERC,22,"Associated Electric Coop, Inc",NR
55736,56538,Loess Hills Wind Farm LLC,Atchison,MO,64482,,SERC,22,"Associated Electric Coop, Inc",NR
55737,56555,Wind Capital Holdings LLC,Gentry,MO,64463,,SERC,22,"Associated Electric Coop, Inc",NR
55738,50047,International Paper Jay Hydro,Franklin,ME,4239,Androscoggin River,NPCC,322122,Central Maine Power Co,NR
55738,50080,Otis Hydro,Franklin,ME,4239,Androscoggin River,NPCC,322122,Central Maine Power Co,NR
55738,50081,International Paper Riley Hydro,Franklin,ME,4239,Androscoggin River,NPCC,322122,Central Maine Power Co,NR
55738,50082,International Paper Livermore Hydro,Andrscoggin,ME,4239,Androscoggin River,NPCC,322122,Central Maine Power Co,NR
55738,54085,Androscoggin Mill,Franklin,ME,4239,Androscoggin River,NPCC,322122,Central Maine Power Co,NR
55738,55031,Androscoggin Energy Center,Franklin,ME,4239,Self Supply- Androscoggin Rvr,NPCC,322122,Central Maine Power Co,NR
55739,10384,Edgecombe Genco LLC,Edgecombe,NC,27809,Municipality,SERC,22,Virginia Electric & Power Co,NR
55740,54081,Spruance Genco LLC,City of Richmond,VA,23234,James River,SERC,22,Virginia Electric & Power Co,NR
55741,54561,Jefferson Smurfit Santa Clara Mill,Santa Clara,CA,95050,Wells,WECC,22,Pacific Gas & Electric Co,NR
55744,56405,Nevada Solar One,Clark,NV,89005,,WECC,22,Nevada Power Co,NR
55746,10347,SI Group Energy LLC,Jefferson,FL,32344,Cooling,FRCC,22,Progress Energy Florida Inc,NR
55754,10218,Warrensburg Hydroelectric,Warren,NY,12885,Schroon River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,10219,Middle Falls Hydro,Washington,NY,12848,Battenkill River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,10220,Sissonville Hydro,St Lawrence,NY,13676,Raquette River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,10221,New York State Dam Hydro,Saratoga,NY,12188,Mohawk River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,10467,Fourth Branch Hydroelectric Facility,Saratoga,NY,12188,Mohawk River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,54772,South Glens Falls Hydroelectric,Saratoga,NY,12803,Hudson River,NPCC,22,Niagara Mohawk Power Corp,NR
55754,54953,Hudson Falls Hydroelectric Project,Saratoga,NY,12803,Hudson River,NPCC,22,Niagara Mohawk Power Corp,NR
55756,55382,KGen Murray I and II LLC,Murray,GA,30721,Municipality,SERC,22,Georgia Power Co,NR
55757,50094,Trigen Trenton Energy,Mercer,NJ,8608,Municipality,RFC,22,Public Service Elec & Gas Co,NR
55759,50533,Painted Hills,Riverside,CA,92258,,WECC,22,Southern California Edison Co,NR
55761,50535,Mesa Wind Power Corp,Riverside,CA,92258,,WECC,22,Southern California Edison Co,NR
